device_id,discourse_flow_stage,anchor_term,rhetorical_habitat,habitat_group,sentence
K193220,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"IBM-compatible PC or IBM-compatible PC or IBM-compatible PC or IBM-compatible PC Platform PC network PC network PC network or PC network Monitor, Mouse, Monitor, Mouse, Monitor, Mouse, Monitor, Mouse, User Interface Keyboard Keyboard Keyboard Keyboard Images can be Images can be scanned, Images can be scanned, Images can be scanned, scanned, loaded from loaded from card loaded from card loaded from card Image Input card readers, or readers, or imported readers, or imported readers, or imported S"
K193229,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Summary of non-clinical performance data In the design and development of Transpara 1.6.0, ScreenPoint applied the following voluntary FDA recognized standards and guidelines: Standard ID Standard Title FDA Recognition # ISO 14971:2007 Medical Devices - Application Of Risk 5-40 Management To Medical Devices IEC 62304:2015 Medical Device Software - Software Life 13-79 Cycle Processes DEN180005 Decision summary with special controls for class II radiology device TransparaTM 510(k) Submission K1932"
K193229,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"TransparaTM 510(k) Submission K193229 ScreenPoint has applied a risk management process in accordance with FDA recognized standards to identify, evaluate, and mitigate all known hazards related to Transpara 1.6.0."
K193229,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"TransparaTM 510(k) Submission K193229 ScreenPoint has applied a risk management process in accordance with FDA recognized standards to identify, evaluate, and mitigate all known hazards related to Transpara 1.6.0."
K193248,beta2_c_and_b,bias,governance_compliance,C_governance_compliance,Performance Criteria Results Biograph Vision 6-ring Biograph Vision 8-ring Acceptance Acceptance Resolution – Full Size Transverse Resolution Pass ≤ 4.0 mm ≤ 4.0 mm FWHM @ 1 cm Transverse Resolution Pass ≤ 4.8 mm ≤ 4.8 mm FWHM @ 10 cm Transverse Resolution Pass ≤ 5.2 mm ≤ 5.2 mm FWHM @ 20 cm Axial Resolution FWHM Pass ≤ 4.3 mm ≤ 4.3 mm @ 1 cm Axial Resolution FWHM Pass ≤ 5.4 mm ≤ 5.4 mm @ 10 cm Axial Resolution FWHM Pass ≤ 5.4 mm ≤ 5.4 mm @ 20 cm Count Rate / Scatter / Sensitivity Sensitivity @4
K193248,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,These changes do not affect system performance characteristics and have no impact on safety or effectiveness.
K193248,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Risk Management is ensured via a risk analysis in compliance with ISO 14971 to identify and provide mitigation to potential hazards beginning early in the design cycle and continuing throughout the development of the product.
K193248,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Risk Management is ensured via a risk analysis in compliance with ISO 14971 to identify and provide mitigation to potential hazards beginning early in the design cycle and continuing throughout the development of the product.
K193267,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Performance was consistent for all critical subgroups, such as vendors or reconstruction parameters and patient age."
K193267,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,4 of 6 Performance Data Non‐Clinical Performance Data Summary The performance data demonstrates continued conformance with special controls for medical devices containing software.
K193267,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"Risk Analysis Summary The Risk analysis was completed, and risk control implemented to mitigate identified hazards."
K193267,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk management is ensured via a system related Risk analysis, which is used to identify potential hazards."
K193282,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,Analysis was performed to confirm that the feature does not introduce significant bias that might impact quantitative measurements based on signal intensity.
K193282,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Key performance specifications (such as magnet homogeneity and stability, maximum gradient strength and slew rate, etc.) for the system are also unchanged."
K193283,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Technological Characteristics The subject device, AI-Rad Companion Prostate MR is substantially equivalent to the predicate device with regards to software, programming languages, operating system, performance and fundamental technology."
K193283,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Risk management is ensured via ISO 14971:2007 compliance to identify and provide mitigation of potential hazards in a risk analysis early in the design phase and continuously throughout the development of the product.
K193283,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Reference Standards Recognition Product Area Title of Standard Number and Development Number Date Organization 5-114 General Medical Devices – 62366-1: IEC Application of usability 2015-02 engineering to medical devices [including Corrigendum 1 (2016)] 5-40 General Medical Devices – 14971:2007 ISO application of risk management to medical devices 13-79 Software/ Medical device software – 62304: AAMI Informatics software life cycle 2006/A1:2016 ANSI processes [Including IEC Amendment 1 (2016)] 12
K193289,beta2_c_and_b,performance,model_optimization,B_model_optimization,"The following quality assurance measures have been applied to the development of the device: • Risk Analysis and Mitigation • Requirements Reviews • Design Reviews • Performance testing (Verification, Validation) • Safety testing (Verification) For the brain ventricle segmentation deep learning algorithm, bench tests that compare the output of the new algorithm with ground truth annotated by qualified experts show that the algorithm performed as expected."
K193289,beta2_c_and_b,mitigation,model_optimization,B_model_optimization,"The following quality assurance measures have been applied to the development of the device: • Risk Analysis and Mitigation • Requirements Reviews • Design Reviews • Performance testing (Verification, Validation) • Safety testing (Verification) For the brain ventricle segmentation deep learning algorithm, bench tests that compare the output of the new algorithm with ground truth annotated by qualified experts show that the algorithm performed as expected."
K193290,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Technological Characteristics The subject device, AI-Rad Companion Brain MR is substantially equivalent with regards to software, programming language, operating system, performance and technology (including algorithms)."
K193290,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Risk management is ensured via ISO 14971:2007 compliance to identify and provide mitigation of potential hazards in a risk analysis early in the design phase and continuously throughout the development of the product.
K193290,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Reference Standards Recognition Product Area Title of Standard Number and Development Number Date Organization 5-114 General Medical Devices – 62366-1: IEC Application of usability 2015-02 engineering to medical devices [including Corrigendum 1 (2016)] 5-40 General Medical Devices – 14971:2007 ISO application of risk management to medical devices 13-79 Software/ Medical device software – 62304: AAMI Informatics software life cycle 2006/A1:2016 ANSI IEC AI-Rad Companion Brain MR Siemens Medical S
