Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code
06/17/2016,K153351,Quantib Brain 1,QUANTIB BV,Radiology,LLZ
01/13/2016,K152733,FFRct,"HEARTFLOW, INC.",Cardiovascular,PJA
01/07/2016,K153427,Volpara Imaging Software,Matakina Technology LTD,Radiology,LLZ
12/21/2015,K150817,Dario Blood Glucose Monitoring System,LabStyle Innovations Ltd.,Clinical Chemistry,NBW
11/05/2015,K150102,SnoreSounds,"APPIAN MEDICAL, INC.",Anesthesiology,MNR
06/11/2015,K142512,Personalized Physiology Analytics Engine software,"VGBio, Inc (DBA PhysIQ)",Cardiovascular,PLB
05/15/2015,K143643,Brainscope Ahead 200,"BRAINSCOPE COMPANY, INC.",Neurology,PIW
04/24/2015,K142918,EndoTool SubQ,MONARCH MEDICAL TECHNOLOGIES,Anesthesiology,NDC
02/27/2015,K141922,IRIS INTELLIGENT RETINAL IMAGING SYSTEM,"INTELLIGENT RETINAL IMAGING SYSTEMS, LLC",Radiology,NFJ
11/17/2014,DEN140025,BrainScope Ahead 100,"BRAINSCOPE COMPANY, INC",Neurology,PIW
10/10/2014,K142037,QUANTRA,"HOLOGIC, INC.",Radiology,LLZ
09/17/2014,K141069,Lung Density Analysis,IMBIO LLC,Radiology,JAK
08/22/2014,K141480,CVI42,CIRCLE CARDIOVASCULAR IMAGING INC,Radiology,LLZ
04/22/2014,K133649,HEPATIC VCAR,GE MEDICAL SYSTEMS SCS,Radiology,JAK
01/24/2014,K133259,YSIO MAX,"SIEMENS MEDICAL SOLUTIONS USA, INC.",Radiology,KPR
11/21/2013,K130831,MALDI BIOTYPER CA (MBT-CA) SYSTEM,"BRUKER DALTONICS, INC",Microbiology,PEX
09/04/2013,K131044,SENSICARDIAC MOBI DIAGNOSTIC HEART MURMUR APPLICATION,DIACOUSTIC MEDICAL DEVICES (PTY) LTD.,Cardiovascular,DQD
08/21/2013,DEN130013,VITEK MS,"BIOMERIEUX, INC.",Microbiology,PEX
03/22/2013,K120771,UNICEL DXH 800 COULTER CELLULAR ANALYSIS SYSTEM,"BECKMAN COULTER, INC.",Hematology,GKZ
12/27/2012,K123526,CLEARREAD +CONFIRM,RIVERAIN TECHNOLOGIES,Radiology,LLZ
12/27/2012,P110014,DUNE MEDICAL DEVICES MARGINPROBE SYSTEM,"Dilon Medical Technologies, Ltd.",General and Plastic Surgery,OEE
07/27/2012,K121617,SENSICARDIAC,DIACOUSTIC MEDICAL (PTY),Cardiovascular,DQD
05/17/2012,K120489,TISSUE OF ORIGIN TEST KIT FFPE,"PATHWORK DIAGNOSTICS, INC.",Clinical Toxcicology,OIW
04/13/2012,K120161,ALPHAPOINT IMAGING SOFTWARE,"RADLOGICS, INC.",Radiology,LLZ
12/28/2011,K111776,DELTAVIEW MODEL 2.1,"RIVERAIN MEDICAL GROUP,LLC",Radiology,LLZ
11/01/2011,P090012,MELAFIND,"STRATA SKIN SCIENCES, INC.",General and Plastic Surgery,OYD
09/16/2011,K102778,CELLAVISION DM1200 WITH THE BODY FLUID APPLICTION,CELLAVISION AB,Hematology,JOY
06/08/2010,K092967,PATHWORK TISSUE OF ORIGIN TEST KIT-FFPE (ORIGIN TEST KIT-FFPE,PATHWORK DIAGNOSTICS,Clinical Toxcicology,OIW
05/12/2010,K092116,EASYCELL CELL LOCATOR,MEDICA CORP.,Hematology,JOY
12/05/2008,K080595,CELLAVISION DM96 WITH THE BODY FLUID APPLICATION,CELLAVISION AB,Hematology,JOY
09/12/2008,K082483,QUANTRA,"HOLOGIC, INC.",Radiology,LLZ
07/30/2008,K080896,PATHWORK DIAGNOSTICS TISSUE OF ORIGIN TEST,"PATHWORK DIAGNOSTICS, INC.",Clinical Toxcicology,OIW
07/17/2008,K081140,VISENSIA,OBS MEDICAL,Cardiovascular,MHX
05/15/2008,K080762,"IB NEURO, VERSION 1.0","IMAGING BIOMETRICS, LLC",Radiology,LNH
03/16/2006,P040028,LUMA CERVICAL IMAGING SYSTEM,SPECTRA SCIENCE,Obstetrics and Gynecology,MWM
10/27/2005,K043341,BIOPLEX 2200 ANA SCREEN WITH MEDICAL DECISION SUPPORT SOFTWARE FOR USE WITH BIOPLEX 2200 MULTI-ANALYTE DETECTION SYSTEM,"BIO-RAD LABORATORIES, INC.",Clinical Toxcicology,NVI
02/10/2004,K033840,CELLAVISION DM96 AUTOMATIC HEMATOLOGY ANALYZER,CELLAVISION AB,Hematology,JOY
01/31/2002,P010034,SECOND LOOK ™,"ICAD, INC.",Radiology,MYN
07/12/2001,P000041,RAPIDSCREEN RS-2000,RIVERAIN MEDICAL GROUP,Radiology,MYN
03/15/2001,K003301,DIFFMASTER OCTAVIA AUTOMATIC HEMATOLOGY ANALYZER,CELLAVISION AB,Hematology,JOY
09/02/1998,P980025,LOGICON CARIES DETECTOR,CARESTREAM DENTAL LLC,Radiology,MYN
06/26/1998,P970058,M1000 IMAGECHECKER,"Hologic, Inc.",Radiology,MYN
03/11/1997,K955841,SLEEP SYSTEM FOR CLINICS & RESEARCH,COMPUMEDICS PTD LTD.,Anesthesiology,MNR
11/08/1995,P940029,PAPNET Testing System,"Neuromedical Systems, Inc.",Pathology,MNM
09/29/1995,P950009,AUTOPAP(R) 300 QC AUTOMATIC PAP SCREENER/QC SYSTEM,BD DIAGNOSTICS,Pathology,NMN
